Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE
SA507320	0.0791188953061595	0	0.0513225032188162	0.149342554611523	0	0.229116513871799	0.063752584266634	0	0	0.0181831075804093	0	0	0.0135540573990678	0	0.0341468459819736	0.141914221996716	0.163690436827979	0	0.0317239655960118	0	0.0162035191931844	0.00793079414972592	0.001	0.36418985291935	0.931152392208464
SA507324	0.0240109561340442	0.0157593900037869	0.00745924380287646	0.143313045480886	0	0.184423264163925	0.00649648460698449	0	0.0370378343854737	0	0	0.0573410176184826	0.00954869070688224	0	0.0353749305295285	0.384191521113241	0	0.00568932755739248	0.0451846254491558	0	0	0.0441696684473411	0.055	0.137931161114674	1.02970285705175
SA507339	0	0.0028076988542522	0.0163270975397546	0.144087555224603	0	0.190466942406836	0	0	0	0.0669586538778775	0	0.01979741988514	0.0152293540852376	0	0.0350158228945021	0.416855428985441	0.0149677809891481	0.000706055618349495	0.0436021269592426	0	0.0246642516366543	0.00851381104296201	0.032	0.16593469493044	1.02060599981301
SA507341	0.00282407894710678	0.000636462344384087	0.0120461441723891	0.138857650443545	0	0.27302655898313	0	0.011266668356237	0	0.139629492126848	0	0.0729223064649179	0.0254615057624442	0.0124684135246414	0.0910532558294252	0.138513220474435	0.0482840794085997	0	0.022273637703832	0	0.00459389468869942	0.00614263076936408	0.00800000000000001	0.238640857506068	1.00062431560314
SA507344	0.0702513695153569	0	0.0723612351126639	0.0732393893509113	0	0.216617476474616	0	0	0	0.00722808918853037	0	0.0310099535076307	0.0384295641245385	0	0.0894426592854708	0.242528612437954	0.0413774790713359	0	0.0983108048307066	0	0	0.0192033671002851	0.0610000000000001	0.135559658173648	1.02252247492707
SA507351	0	0.00501936245004406	0.0344008625299623	0.347039447340623	0	0.196667241568633	0.0281055592266941	0.0405588514567534	0.00611047818725055	0.0993535284707818	0	0.0366528965037752	0	0	0.0888315092558329	0.114751445992432	0	0	0.000766159603498922	0	0	0.0017426574137181	0.01	0.23206443507169	1.02131727063429
SA507361	0.0758589508290094	0	0.00307715221719358	0.166283366939169	0	0.203232967878375	0.0137745345418135	0.0169372649194426	0	0	0	0.109214113120863	0.00718979653192195	0	0.0672080413111081	0.292776906082579	0.0225890755201782	0	0.018745131995732	0.00311269811261514	0	0	0.02	0.192806579232024	1.01092952457033
SA507372	0.0436372882605515	0	0.0373075034853178	0.175777253839557	0	0.197665405456389	0	0.0337493507971222	0.00896934244815501	0.0306078934675926	0	0.0353136883723153	0.117229583906107	0	0.0599650734952744	0.211658728053233	0.0138447644791245	0	0	0.00653510359729381	0	0.0277390203419667	0.00700000000000001	0.238759579160006	0.988036064373487
SA507375	0.0200048400954001	0	0.0506355652168264	0.0476303489825336	0	0.191154056855343	0	0	0	0.042656626501119	0	0.0730196003458207	0.0379280284737599	0	0.0575298229687579	0.343597444972746	0.0284021563379174	0	0.0311287316216896	0.0113008432797535	0.0347798145110775	0.0302321198372555	0.135	0.098070480320199	1.03962145837693
SA507376	0.00622808210374041	0	0.00346895148816674	0.0993807062119625	0	0.28690444429294	0	0.0100147483061327	0	0.107775809575472	0	0.0236794558590423	0.0127241056470958	0	0.0913721752900511	0.316660046539994	0	0.000909837737152098	0.00522359281560569	0.0155598058832783	0	0.0200982382493651	0.005	0.257471439279445	0.985403529292726
SA507379	0.044796514914916	0	0.055090765452285	0.246148469141976	0	0.202578515471442	0	0	0	0	0	0.101457579631617	0.0451729086976376	0	0.0495993377737587	0.190281938946841	0.0134015926521474	0	0.0478467272631183	0	0	0.0036256500542606	0.172	0.0880977841881464	1.05820711775989
SA507384	0.00499921112481404	0	0.00243990095988331	0.231333261348157	0	0.100922598772725	0	0.00624677026410526	0	0.0633946286344997	0	0.0561044295435304	0.0983391623304176	0	0.0643415681004907	0.24413104800042	0.0310981716483711	0	0.00947785338797764	0.014326088664875	0	0.0728453072197336	0.013	0.220647782846433	0.999513984405682
SA507387	0.0758695549620086	0.0153578578428923	0.0382939573728364	0.0685720883878173	0	0.285008127043333	0.0170207326287842	0	0	0.00324489964340682	0	0.0181010788697808	0.0571153527342788	0	0.0308246605542963	0.258379616648744	0.0693321563861685	0	0.029585903010344	0	0	0.0332940139153098	0.016	0.201882857959919	0.998199714892054
SA507388	0.0166501798428615	0.0147157740523221	0.0181363885819383	0.11724625795169	0	0.134077521343944	0	0.000564883279895337	0.0407406251817079	0	0	0.0545496752244857	0	0.290131953637189	0.0463352074997128	0.229386802970811	0	0	0.0374647304334429	0	0	0	0.001	0.378328932920661	0.929850554848024
SA507396	0.014289481703873	0	0.000903021158775831	0.0520336806837278	0	0.128298058641784	0.00289096447157766	0	0.0118285015082957	0	0	0.0163023798047701	0.0897471115067618	0.105550220438956	0.0190474553227338	0.32277132483825	0	0	0	0.0275802832635159	0	0.208757516656979	0	0.398671778049832	0.923473483466496
SA507399	0.075959796679295	0	0.00352392236273597	0.017432511438961	0	0.17686613709386	0	0.000753090330886916	0	0	0	0.0452861662552832	0.0914590845936782	0	0.132598758878926	0.268461959906359	0	0	0.0676491743487608	0	0	0.120009398111255	0.233	0.0722529354635353	1.06191089675137
SA507403	0.0102127218507322	0.0156914178900363	0.0107692125155986	0.167131122306317	0	0.147991167253749	0	0.000103989988853311	0.00148679739698101	0.120979998373072	0	0.0371768964906451	0.0958522364095376	0	0.0694396539304226	0.272191345767226	0	0.00485543046314318	0.0101951135736972	0	0.0297504860802829	0.00617240970970656	0.004	0.269988974699089	0.97653878379293
SA507406	0.00941708746212144	0.00274437176187724	0	0.0737847505768942	0	0.328598534791067	0	0.00155283024236939	0	0	0	0.0738560786146626	0.103783026930749	0	0.00296902716216971	0.217511404697856	0	0	0.183375595380127	0	0	0.00240729238010747	0.824	-0.00887158133533112	1.08961079223729
SA507408	0	0.0184041182430969	0.0383528743754904	0.202954709322254	0	0.100139810427273	0.000797462790509996	0.0258225825676316	0.0209182480701106	0.015367417630916	0	0.0133092583326992	0	0.0930840995689368	0.0449869200631291	0.333516249575739	0	0	0.0390139434796231	0	0	0.0533323055525901	0.00600000000000001	0.242402596631985	0.986738559978307
SA507411	0.0160416579527971	0	0.0590349492975729	0.0362584154756654	0	0.188991860955074	0	0	0	0	0	0.073426445686168	0.036283928785079	0	0.0796049423163488	0.296119304178683	0.00640834573317609	0	0.145880529727285	0	0.0303617739780508	0.0315878459141	0.772	-0.0022381466273789	1.07274613749301
SA507415	0.00205333842786841	0	0.00998894172273399	0.130459186373749	0	0.12117649412144	0	0	0	0.0180157800204747	0	0.0979818945074286	0.0545355554714469	0	0.0474900820423442	0.323612987735759	0.000315973215102344	0.00258696726471297	0.174931349666086	0	0	0.0168514494308537	0.036	0.160922320733743	1.01807858643296
SA507419	0.0882019486730365	0	0.153905702094528	0.024036435040851	0	0.14482843362255	0	0.0111632796115705	0	0	0	0.064926091198647	0.0476765351358884	0	0.100942101458093	0.220659758460633	0.0560680191451664	0	0.0625626084362064	0	0	0.0250290871228291	0.016	0.203497609368414	1.00491336884291
SA507424	0.0247402250447827	0	0.00626842898581877	0.564243030274132	0	0.0413415876840056	0.00506207144474028	0.045037701016389	0.0198934817322743	0.0211019893745414	0	0.0534274465235071	6.65850867238879e-05	0	0.0857599799269111	0.122664691404011	0	0.000446994183962329	0.0099457873182001	0	0	0	0.004	0.260016236238384	1.01563614789887
SA507439	0.000810113650517763	0	0.00478830597853455	0.113556217268487	0	0.282382299477155	0	0.0304804709804887	0.00356616443189203	0.06066825302231	0	0.0231808898810464	0	0	0.0815337509818034	0.383727641532098	0.00313599509804036	0	0.00267084887609921	0	0	0.00949904882152763	0.01	0.232621056439005	0.997943973261613
SA507442	0.146827470833917	0	0.132726095165832	0.0162085131937307	0	0.264501364362571	0	0	0	0.0344324350254773	0	0.0151439354276928	0	0	0.0342862352796068	0.228850533666517	0.0483950776188634	0	0.0731285372684519	0	0	0.00549980215734024	0.00900000000000001	0.233088027199311	0.994115441978126
SA507446	0.0209259915080165	0.0375868217809143	0.038658052915704	0.161297979332521	0	0.178597930573025	0.0144611824411271	0.00526655412209319	0	0	0.144300603931399	0.0514544412784329	0.0259488086312181	0	0.0641502678707594	0.166426542083485	0	0	0.090924823531305	0	0	0	0.035	0.162396779807821	1.0268193896942
SA507455	0.00889549750889425	0	0.036549207011219	0.0828395489923428	0	0.200757763211995	0	0.0118127467856958	0.00172083411276492	0.0376548100964961	0.00331936383048029	0.0624178705708424	0.078968511017178	0	0.080083964127062	0.344045349669934	0.0151607081386837	0	0.00691237607589755	0.00867094140853362	0	0.0201905074419804	0.003	0.271915734308233	0.972961555258069
